geometry_p-key,befundnummer,befund_id,flaeche_id,befundtyp,befundart,epoche,abschnitt,kultur,dgm10doarf,Hoehe-ueber-tiefenlinie,neigung,az,aepot,bodenklasse,bodentyp,area,X,Y
2886,105149,9200,100000,Grube,Siedlung,undat.,,,"71,68295","0,14928","0,80357",99,5,Schwarzerden,Tschernosem,"0,453","4492742,82100","5737900,05400"
2887,105150,9201,100000,Grube,Siedlung,undat.,,,"71,85535","0,22037","0,81662",99,4,Schwarzerden,Gley-Tschernosem,"0,861","4492728,10300","5737893,73400"
2888,105151,9202,100000,Grube,Siedlung,undat.,,,"71,85535","0,22037","0,81662",99,5,Schwarzerden,Tschernosem,"0,645","4492733,51000","5737889,78000"
2899,105168,9203,100000,Grube,Siedlung,undat.,,,"72,57307","0,34464","0,91661",99,5,Schwarzerden,Tschernosem,"0,842","4492779,99900","5737822,40900"
2900,105171,9204,100000,Grube,Siedlung,undat.,,,"71,46938","0,00000","0,56727",99,4,Schwarzerden,Gley-Tschernosem,"0,264","4492659,89400","5737924,57900"
2901,105172,9205,100000,Grube,Siedlung,undat.,,,"71,46938","0,00000","0,67630",99,4,Schwarzerden,Gley-Tschernosem,"2,434","4492662,04100","5737924,02400"
2902,105173,9206,100000,Grube,Siedlung,undat.,,,"71,53714","0,10368","0,56727",99,4,Schwarzerden,Gley-Tschernosem,"1,416","4492650,66200","5737925,73800"
2904,105175,9207,100000,Grube,Siedlung,undat.,,,"71,28069","0,00000","0,74214",99,4,Schwarzerden,Gley-Tschernosem,"0,771","4492697,18200","5737936,67200"
2905,105176,9208,100000,Grube,Siedlung,undat.,,,"71,42442","0,04266","0,67630",99,4,Schwarzerden,Gley-Tschernosem,"3,279","4492673,63500","5737937,79500"
2927,105210,9225,100000,Grube,Siedlung,undat.,,,"71,53714","0,10368","0,51764",99,4,Schwarzerden,Gley-Tschernosem,"0,279","4492646,35200","5737917,78900"
2906,105177,9209,100000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,49857","0,12438","0,56727",99,4,Schwarzerden,Gley-Tschernosem,"3,189","4492654,94800","5737939,90100"
2907,105178,9210,100000,Grube,Siedlung,undat.,,,"71,49857","0,12438","0,56727",99,4,Schwarzerden,Gley-Tschernosem,"1,793","4492645,93400","5737938,21600"
2908,105179,9211,100000,Grube,Siedlung,undat.,,,"71,55011","0,12525","0,56727",99,4,Schwarzerden,Gley-Tschernosem,"1,244","4492641,56000","5737933,69400"
2909,105180,9212,100000,Grube,Siedlung,Eisenzeit,,,"71,42442","0,04266","0,75227",99,4,Schwarzerden,Gley-Tschernosem,"5,252","4492667,10700","5737940,57400"
2909,105180,9212,100000,Grube,Siedlung,Bronzezeit,spaet,,"71,42442","0,04266","0,75227",99,4,Schwarzerden,Gley-Tschernosem,"5,252","4492667,10700","5737940,57400"
2910,105181,9213,100000,Grube,Siedlung,Eisenzeit,,,"71,49560","0,07687","0,31127",99,4,Schwarzerden,Gley-Tschernosem,"15,570","4492632,48400","5737928,96500"
2910,105181,9213,100000,Grube,Siedlung,Bronzezeit,spaet,,"71,49560","0,07687","0,31127",99,4,Schwarzerden,Gley-Tschernosem,"15,570","4492632,48400","5737928,96500"
2911,105182,9214,100000,Grube,Siedlung,undat.,,,"71,49560","0,07687","0,31127",99,4,Schwarzerden,Gley-Tschernosem,"0,332","4492634,63600","5737924,62300"
2916,105188,9215,100000,Grube,Siedlung,Eisenzeit,,,"71,49560","0,07687","0,29796",99,4,Schwarzerden,Gley-Tschernosem,"20,100","4492627,93000","5737919,64000"
2916,105188,9215,100000,Grube,Siedlung,Bronzezeit,spaet,,"71,49560","0,07687","0,29796",99,4,Schwarzerden,Gley-Tschernosem,"20,100","4492627,93000","5737919,64000"
2917,105189,9216,100000,Grube,Siedlung,undat.,,,"71,43860","0,00000","0,29796",99,4,Schwarzerden,Gley-Tschernosem,"0,973","4492623,10100","5737910,15000"
2919,105191,9217,100000,Grube,Siedlung,Eisenzeit,,,"71,51387","0,08726","0,29796",99,4,Schwarzerden,Gley-Tschernosem,"5,418","4492607,03800","5737918,20700"
2919,105191,9217,100000,Grube,Siedlung,Bronzezeit,spaet,,"71,51387","0,08726","0,29796",99,4,Schwarzerden,Gley-Tschernosem,"5,418","4492607,03800","5737918,20700"
2930,105223,9218,100000,Grube,Siedlung,undat.,,,"71,71221","0,24662","0,16700",99,4,Schwarzerden,Gley-Tschernosem,"0,594","4492542,78500","5737942,34700"
2931,105228,9219,100000,Grube,Siedlung,undat.,,,"71,59953","0,08649","0,16086",99,4,Schwarzerden,Gley-Tschernosem,"1,148","4492560,87500","5737930,84600"
2920,105202,9220,100000,Grube,Siedlung,Eisenzeit,,,"71,55011","0,12525","0,56727",99,4,Schwarzerden,Gley-Tschernosem,"47,891","4492643,20100","5737920,85900"
2920,105202,9220,100000,Grube,Siedlung,Bronzezeit,spaet,,"71,55011","0,12525","0,56727",99,4,Schwarzerden,Gley-Tschernosem,"47,891","4492643,20100","5737920,85900"
2922,105204,9221,100000,Grube,Siedlung,Bronzezeit,spaet,Saalemuendungsgruppe,"71,55011","0,12525","0,31127",99,4,Schwarzerden,Gley-Tschernosem,"4,900","4492638,62200","5737920,83500"
2924,105206,9222,100000,Grube,Siedlung,undat.,,,"71,53714","0,10368","0,51764",99,4,Schwarzerden,Gley-Tschernosem,"2,043","4492645,87000","5737916,73500"
2925,105207,9223,100000,Grube,Siedlung,undat.,,,"71,53714","0,10368","0,51764",99,4,Schwarzerden,Gley-Tschernosem,"0,416","4492645,91300","5737915,18800"
3044,441002,9275,440000,Grube,Siedlung,undat.,,,"87,70486","0,67294","0,35999",99,5,Schwarzerden,Tschernosem,"0,795","4499068,30200","5733371,35600"
3045,441004,9276,440000,Grube,Siedlung,undat.,,,"87,69240","0,58714","0,31477",99,5,Schwarzerden,Tschernosem,"0,623","4499091,09700","5733358,16400"
3046,441007,9277,440000,Grube,Siedlung,undat.,,,"87,62384","0,31648","0,30161",99,5,Schwarzerden,Tschernosem,"0,123","4499141,03200","5733331,05200"
3048,441011,9278,440000,Grube,Siedlung,undat.,,,"87,56657","0,21390","0,29294",99,5,Schwarzerden,Tschernosem,"1,705","4499163,84500","5733317,30000"
3058,461004,9295,460000,Grube,Siedlung,undat.,,,"88,16172","0,99089","0,25864",99,5,Schwarzerden,Tschernosem,"1,129","4499385,03500","5733246,86000"
3059,461005,9296,460000,Grube,Siedlung,undat.,,,"88,16172","0,99089","0,25864",99,5,Schwarzerden,Tschernosem,"0,387","4499387,00000","5733248,08500"
3054,451004,9317,450000,Grube,Siedlung,undat.,,,"88,03504","0,83385","0,24474",99,5,Schwarzerden,Tschernosem,"1,719","4499336,92000","5733273,28400"
3120,483042,9304,480000,Urne,Graeberfeld,Eisenzeit,aelter,,"87,05284","0,45803","0,17443",99,5,Schwarzerden,Tschernosem,"0,057","4499740,92200","5733197,29900"
3121,483043,9305,480000,Urne,Graeberfeld,Eisenzeit,aelter,,"87,05284","0,45803","0,17443",99,5,Schwarzerden,Tschernosem,"0,100","4499740,55700","5733195,00700"
3122,483044,9307,480000,Urne,Graeberfeld,Eisenzeit,aelter,,"87,13790","0,49891","0,17443",99,5,Schwarzerden,Tschernosem,"0,051","4499741,24400","5733184,32600"
3055,461001,9318,460000,Grube,Siedlung,undat.,,,"88,20033","1,00766","0,25864",99,5,Schwarzerden,Tschernosem,"1,775","4499382,15000","5733249,95200"
3116,483038,9314,480000,Brandbestattung,Graeberfeld,Eisenzeit,aelter,,"87,05284","0,45803","0,17443",99,5,Schwarzerden,Tschernosem,"0,051","4499737,07400","5733187,18900"
3238,484061,9315,480000,Brandbestattung,Graeberfeld,undat.,,,"86,64433","0,12804","0,19424",99,5,Schwarzerden,Tschernosem,"3,982","4499778,65800","5733193,84300"
3118,483040,9316,480000,Urne,Graeberfeld,Eisenzeit,aelter,,"87,00041","0,42582","0,15988",99,5,Schwarzerden,Tschernosem,"0,031","4499746,65700","5733200,09700"
3056,461002,9319,460000,Grube,Siedlung,undat.,,,"88,20033","1,00766","0,25864",99,5,Schwarzerden,Tschernosem,"0,678","4499383,33900","5733248,52700"
3057,461003,9320,460000,Grube,Siedlung,undat.,,,"88,20033","1,00766","0,25864",99,5,Schwarzerden,Tschernosem,"1,102","4499384,20300","5733250,12400"
1345,20059,5791,290000,Pfostengrube,Siedlung,undat.,,,"91,69767","3,76520","0,29434",100,5,Schwarzerden,Tschernosem,"0,100","4494941,20500","5734939,63200"
1346,20060,5792,290000,Pfostengrube,Siedlung,undat.,,,"91,75551","3,83844","0,22459",100,5,Schwarzerden,Tschernosem,"0,313","4494938,25100","5734947,53600"
1369,20072,5762,50000,Pfostengrube,Siedlung,undat.,,,"72,12570","2,52628","0,65956",100,5,Schwarzerden,Tschernosem,"0,139","4491704,91200","5738255,19000"
1160,11064,5766,280000,Pfostengrube,Siedlung,undat.,,,"92,94698","5,50558","0,24077",100,5,Schwarzerden,Tschernosem,"0,148","4494887,70600","5735238,97700"
1272,20003,5776,290000,Pfostengrube,Siedlung,undat.,,,"90,96650","2,85341","0,58610",100,5,Schwarzerden,Tschernosem,"0,213","4494951,83600","5734828,69200"
1275,20005,5778,50000,Pfostengrube,Siedlung,undat.,,,"72,38117","2,70111","0,65956",100,5,Schwarzerden,Tschernosem,"0,242","4491729,85900","5738244,02800"
1284,20011,5779,50000,Pfostengrube,Siedlung,undat.,,,"72,47115","2,71910","0,56476",100,5,Schwarzerden,Tschernosem,"0,102","4491774,93300","5738232,66800"
1289,20016,5783,50000,Pfostengrube,Siedlung,undat.,,,"72,39014","2,67307","0,56476",100,5,Schwarzerden,Tschernosem,"0,055","4491763,21500","5738236,61600"
1290,20016,5784,290000,Pfostengrube,Siedlung,undat.,,,"91,22996","3,15971","0,56148",100,5,Schwarzerden,Tschernosem,"0,098","4494948,37600","5734855,79500"
1297,20021,5786,50000,Pfostengrube,Siedlung,undat.,,,"72,38517","2,68032","0,56971",100,5,Schwarzerden,Tschernosem,"0,109","4491751,54100","5738236,82200"
1298,20022,5787,50000,Pfostengrube,Siedlung,undat.,,,"72,38517","2,68032","0,56971",100,5,Schwarzerden,Tschernosem,"0,041","4491747,72700","5738238,25900"
1318,20041,5788,290000,Pfostengrube,Siedlung,undat.,,,"91,57018","3,57376","0,29434",100,5,Schwarzerden,Tschernosem,"0,246","4494954,84200","5734907,47400"
1306,20030,5790,50000,Pfostengrube,Siedlung,undat.,,,"72,38117","2,70111","0,65956",100,5,Schwarzerden,Tschernosem,"0,139","4491727,23300","5738244,04600"
1361,20068,5794,290000,Pfostengrube,Siedlung,undat.,,,"91,86664","3,98325","0,22459",100,5,Schwarzerden,Tschernosem,"0,076","4494931,68100","5734957,00600"
1362,20069,5795,290000,Pfostengrube,Siedlung,undat.,,,"91,89054","4,02263","0,14132",100,5,Schwarzerden,Tschernosem,"0,084","4494925,08100","5734967,75400"
1363,20069,5796,50000,Pfostengrube,Siedlung,undat.,,,"72,12570","2,52628","0,63838",100,5,Schwarzerden,Tschernosem,"0,059","4491698,49500","5738258,16400"
1381,20078,5797,50000,Pfostengrube,Siedlung,undat.,,,"72,09846","2,52448","0,63838",100,5,Schwarzerden,Tschernosem,"0,078","4491693,18000","5738257,63000"
1383,20079,5798,50000,Pfostengrube,Siedlung,undat.,,,"72,28272","2,62456","0,65956",100,5,Schwarzerden,Tschernosem,"0,111","4491725,39200","5738250,27400"
1427,20102,5799,50000,Pfostengrube,Siedlung,undat.,,,"72,38364","2,65446","0,56476",100,5,Schwarzerden,Tschernosem,"0,066","4491766,68200","5738238,49900"
1429,20103,5800,50000,Pfostengrube,Siedlung,undat.,,,"71,91014","2,35242","0,69997",100,5,Schwarzerden,Tschernosem,"0,195","4491696,42600","5738271,43900"
1430,20103,5801,290000,Pfostengrube,Siedlung,undat.,,,"91,91242","4,04735","0,22459",100,5,Schwarzerden,Tschernosem,"0,086","4494921,48200","5734956,93700"
1475,20123,5802,290000,Pfostengrube,Siedlung,undat.,,,"92,01408","4,30945","0,09496",100,5,Schwarzerden,Tschernosem,"0,066","4494888,63700","5735027,62900"
1481,20126,5803,50000,Pfostengrube,Siedlung,undat.,,,"72,30540","2,59890","0,65580",100,5,Schwarzerden,Tschernosem,"0,152","4491767,71900","5738249,39300"
1483,20127,5807,50000,Pfostengrube,Siedlung,undat.,,,"72,30540","2,59890","0,65580",100,5,Schwarzerden,Tschernosem,"0,068","4491766,25000","5738252,05700"
1486,20128,5808,50000,Pfostengrube,Siedlung,undat.,,,"72,30540","2,59890","0,65580",100,5,Schwarzerden,Tschernosem,"0,084","4491765,26000","5738249,50400"
1508,20141,5810,290000,Pfostengrube,Siedlung,undat.,,,"92,02644","4,35424","0,09728",100,5,Schwarzerden,Tschernosem,"0,246","4494878,83800","5735038,34800"
1512,20143,5811,50000,Pfostengrube,Siedlung,undat.,,,"71,89240","2,35954","0,69997",100,5,Schwarzerden,Tschernosem,"0,107","4491682,37300","5738276,28300"
2209,40078,5844,50000,Pfostengrube,Siedlung,undat.,,,"72,93016","3,16512","0,21649",100,5,Schwarzerden,Tschernosem,"0,080","4491708,86600","5738178,14700"
1645,30015,5817,50000,Pfostengrube,Siedlung,undat.,,,"72,00973","2,41610","0,71492",100,5,Schwarzerden,Tschernosem,"0,109","4491729,04600","5738267,42800"
1742,30107,5819,50000,Pfostengrube,Siedlung,undat.,,,"71,68928","2,16801","0,61757",100,5,Schwarzerden,Tschernosem,"0,053","4491744,16600","5738317,56800"
1744,30108,5820,50000,Pfostengrube,Siedlung,undat.,,,"71,68928","2,16801","0,61757",100,5,Schwarzerden,Tschernosem,"0,055","4491744,06500","5738315,20700"
1757,30113,5823,50000,Pfostengrube,Siedlung,undat.,,,"71,70876","2,17695","0,61757",100,5,Schwarzerden,Tschernosem,"0,084","4491746,54000","5738316,94400"
1769,30117,5827,50000,Pfostengrube,Siedlung,undat.,,,"71,70876","2,17695","0,61757",100,5,Schwarzerden,Tschernosem,"0,096","4491749,57900","5738318,61100"
1109,11007,5843,280000,Vorratsgrube,Siedlung,undat.,,,"92,59652","5,10232","0,20451",100,5,Schwarzerden,Tschernosem,"2,102","4494956,78700","5735250,91100"
1902,30192,5833,50000,Pfostengrube,Siedlung,undat.,,,"71,45114","1,96195","0,55731",100,5,Schwarzerden,Tschernosem,"0,057","4491774,97600","5738354,47800"
1972,30260,5835,50000,Pfostengrube,Siedlung,undat.,,,"71,53786","2,03747","0,55318",100,5,Schwarzerden,Tschernosem,"0,051","4491757,12000","5738343,76800"
2015,30307,5839,50000,Pfostengrube,Siedlung,undat.,,,"71,98788","2,40606","0,71492",100,5,Schwarzerden,Tschernosem,"0,061","4491721,99200","5738279,82300"
1125,11025,5845,280000,Vorratsgrube,Siedlung,undat.,,,"92,76781","5,28727","0,25807",100,5,Schwarzerden,Tschernosem,"1,588","4494910,37200","5735215,31000"
1132,11029,5846,280000,Vorratsgrube,Siedlung,undat.,,,"92,74567","5,27559","0,25807",100,5,Schwarzerden,Tschernosem,"1,133","4494902,43700","5735205,76400"
2213,40082,5847,50000,Pfostengrube,Siedlung,undat.,,,"72,95871","3,23501","0,32012",100,5,Schwarzerden,Tschernosem,"0,086","4491691,70700","5738183,84400"
2215,40084,5848,50000,Pfostengrube,Siedlung,undat.,,,"72,60845","2,92323","0,44278",100,5,Schwarzerden,Tschernosem,"0,127","4491703,01100","5738216,75100"
2238,40106,5849,50000,Pfostengrube,Siedlung,undat.,,,"72,59986","2,87547","0,56371",100,5,Schwarzerden,Tschernosem,"0,055","4491733,56100","5738220,43700"
1134,11031,5851,280000,Vorratsgrube,Siedlung,undat.,,,"92,59652","5,10232","0,20451",100,5,Schwarzerden,Tschernosem,"4,275","4494955,06200","5735254,88900"
2262,40121,5859,50000,Pfostengrube,Siedlung,undat.,,,"73,10667","3,28246","0,21649",100,5,Schwarzerden,Tschernosem,"0,086","4491715,94400","5738167,42700"
2264,40122,5860,50000,Pfostengrube,Siedlung,undat.,,,"72,70729","2,96049","0,44278",100,5,Schwarzerden,Tschernosem,"0,111","4491732,35000","5738214,63300"
2270,40125,5862,50000,Pfostengrube,Siedlung,undat.,,,"73,46953","3,58893","0,11078",100,5,Schwarzerden,Tschernosem,"0,074","4491691,28900","5738118,02900"
1561,20177,5870,290000,Vorratsgrube,Siedlung,undat.,,,"92,07010","4,54535","0,31940",100,5,Schwarzerden,Tschernosem,"2,656","4494878,65000","5735163,51500"
1563,20178,5871,290000,Vorratsgrube,Siedlung,undat.,,,"92,08601","4,57597","0,31940",100,5,Schwarzerden,Tschernosem,"2,965","4494874,59800","5735163,66600"
1572,20183,5872,290000,Vorratsgrube,Siedlung,undat.,,,"92,23267","4,73151","0,31940",100,5,Schwarzerden,Tschernosem,"2,861","4494875,76300","5735167,58300"
538,10087,5945,280000,Pfostengrube,Siedlung,undat.,,,"92,32198","4,97357","0,13370",100,5,Schwarzerden,Tschernosem,"0,209","4494834,53300","5735276,16600"
1319,20042,5948,290000,Pfostengrube,Siedlung,undat.,,,"91,57018","3,57376","0,29434",100,5,Schwarzerden,Tschernosem,"0,137","4494953,11400","5734908,46600"
1513,20144,6010,290000,Pfostengrube,Siedlung,undat.,,,"92,03901","4,34901","0,16888",100,5,Schwarzerden,Tschernosem,"0,143","4494885,86000","5735042,00000"
1316,20039,5955,290000,Pfostengrube,Siedlung,undat.,,,"91,57018","3,57376","0,29434",100,5,Schwarzerden,Tschernosem,"0,172","4494954,72800","5734905,20100"
1317,20040,5974,290000,Pfostengrube,Siedlung,undat.,,,"91,57018","3,57376","0,29434",100,5,Schwarzerden,Tschernosem,"0,166","4494953,19800","5734906,62500"
1300,20024,5975,50000,Pfostengrube,Siedlung,undat.,,,"72,28272","2,62456","0,65956",100,5,Schwarzerden,Tschernosem,"0,057","4491734,24000","5738248,59600"
1201,11124,6016,280000,Pfostengrube,Siedlung,undat.,,,"92,65010","5,27937","0,16855",100,5,Schwarzerden,Tschernosem,"0,090","4494836,03700","5735257,52500"
1295,20020,6020,50000,Pfostengrube,Siedlung,undat.,,,"72,38517","2,68032","0,56971",100,5,Schwarzerden,Tschernosem,"0,123","4491749,99300","5738237,03200"
1296,20020,6022,290000,Pfostengrube,Siedlung,undat.,,,"91,28032","3,20677","0,51502",100,5,Schwarzerden,Tschernosem,"0,191","4494958,00600","5734865,55000"
1365,20070,6023,50000,Pfostengrube,Siedlung,undat.,,,"72,09846","2,52448","0,63838",100,5,Schwarzerden,Tschernosem,"0,080","4491692,41800","5738258,51400"
1366,20071,6024,290000,Pfostengrube,Siedlung,undat.,,,"91,94443","4,09473","0,14132",100,5,Schwarzerden,Tschernosem,"0,170","4494923,86000","5734969,33900"
1367,20071,6025,50000,Pfostengrube,Siedlung,undat.,,,"72,12570","2,52628","0,65956",100,5,Schwarzerden,Tschernosem,"0,146","4491703,48900","5738256,81700"
1371,20073,6026,50000,Pfostengrube,Siedlung,undat.,,,"72,12570","2,52628","0,65956",100,5,Schwarzerden,Tschernosem,"0,084","4491700,64900","5738256,75300"
1386,20081,6027,290000,Pfostengrube,Siedlung,undat.,,,"91,97763","4,15874","0,14132",100,5,Schwarzerden,Tschernosem,"0,109","4494921,34100","5734975,79700"
1388,20082,6028,50000,Pfostengrube,Siedlung,undat.,,,"72,16747","2,55556","0,65956",100,5,Schwarzerden,Tschernosem,"0,191","4491712,08700","5738255,49200"
1390,20083,6029,50000,Pfostengrube,Siedlung,undat.,,,"72,27404","2,64079","0,65956",100,5,Schwarzerden,Tschernosem,"0,059","4491706,03500","5738247,34800"
1392,20085,6030,50000,Pfostengrube,Siedlung,undat.,,,"72,12570","2,52628","0,69997",100,5,Schwarzerden,Tschernosem,"0,070","4491697,39400","5738261,70600"
1394,20086,6031,50000,Pfostengrube,Siedlung,undat.,,,"72,27404","2,64079","0,65956",100,5,Schwarzerden,Tschernosem,"0,102","4491710,05600","5738253,55300"
1395,20087,6033,50000,Pfostengrube,Siedlung,undat.,,,"72,28272","2,62456","0,65956",100,5,Schwarzerden,Tschernosem,"0,121","4491730,53200","5738249,76600"
1400,20089,6036,50000,Pfostengrube,Siedlung,undat.,,,"72,28272","2,62456","0,65956",100,5,Schwarzerden,Tschernosem,"0,061","4491731,28100","5738246,80000"
1410,20094,6037,50000,Pfostengrube,Siedlung,undat.,,,"72,38117","2,70111","0,65956",100,5,Schwarzerden,Tschernosem,"0,043","4491734,48500","5738242,83400"
1412,20095,6038,50000,Pfostengrube,Siedlung,undat.,,,"72,28272","2,62456","0,65956",100,5,Schwarzerden,Tschernosem,"0,119","4491731,99800","5738248,53000"
1414,20096,6039,50000,Pfostengrube,Siedlung,undat.,,,"72,27881","2,63303","0,65956",100,5,Schwarzerden,Tschernosem,"0,082","4491724,25000","5738247,87000"
1417,20098,6040,50000,Pfostengrube,Siedlung,undat.,,,"72,28272","2,62456","0,65956",100,5,Schwarzerden,Tschernosem,"2,502","4491726,72100","5738246,42300"
1419,20099,6041,50000,Pfostengrube,Siedlung,undat.,,,"72,27881","2,63303","0,65956",100,5,Schwarzerden,Tschernosem,"0,094","4491724,56300","5738246,05200"
1420,20100,6042,50000,Pfostengrube,Siedlung,undat.,,,"72,48029","2,74056","0,56476",100,5,Schwarzerden,Tschernosem,"0,064","4491761,07600","5738233,04400"
1423,20101,6043,50000,Pfostengrube,Siedlung,undat.,,,"72,48029","2,74056","0,56476",100,5,Schwarzerden,Tschernosem,"0,213","4491761,65900","5738234,78900"
1516,20145,6044,50000,Pfostengrube,Siedlung,undat.,,,"71,89240","2,35954","0,69997",100,5,Schwarzerden,Tschernosem,"0,125","4491680,77200","5738266,68400"
1525,20151,6045,290000,Pfostengrube,Siedlung,undat.,,,"92,07259","4,41468","0,16888",100,5,Schwarzerden,Tschernosem,"0,123","4494882,10800","5735050,88100"
1528,20153,6046,290000,Pfostengrube,Siedlung,undat.,,,"92,13696","4,49320","0,16888",100,5,Schwarzerden,Tschernosem,"0,117","4494880,80300","5735059,76600"
1539,20162,6052,290000,Pfostengrube,Siedlung,undat.,,,"91,98988","4,33575","0,16913",100,5,Schwarzerden,Tschernosem,"0,283","4494869,56800","5735044,40500"
1853,30160,6053,50000,Pfostengrube,Siedlung,undat.,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,059","4491774,91700","5738332,57400"
1648,30018,6059,50000,Pfostengrube,Siedlung,undat.,,,"72,00973","2,41610","0,71492",100,5,Schwarzerden,Tschernosem,"0,129","4491733,62600","5738267,81200"
1653,30023,6060,50000,Pfostengrube,Siedlung,undat.,,,"72,02905","2,42377","0,71492",100,5,Schwarzerden,Tschernosem,"0,088","4491737,17600","5738265,24800"
1657,30027,6062,50000,Pfostengrube,Siedlung,undat.,,,"72,00973","2,41610","0,71492",100,5,Schwarzerden,Tschernosem,"0,338","4491729,31800","5738277,07600"
553,10098,6064,280000,Grube,Siedlung,undat.,,,"92,52019","5,14755","0,19248",100,5,Schwarzerden,Tschernosem,"0,426","4494847,40900","5735277,94700"
1658,30028,6065,50000,Pfostengrube,Siedlung,undat.,,,"72,00973","2,41610","0,71492",100,5,Schwarzerden,Tschernosem,"0,117","4491730,89700","5738275,03600"
1675,30047,6066,50000,Pfostengrube,Siedlung,undat.,,,"72,05460","2,42644","0,71940",100,5,Schwarzerden,Tschernosem,"0,072","4491759,60400","5738266,63200"
1692,30064,6067,50000,Pfostengrube,Siedlung,undat.,,,"71,98323","2,37684","0,74764",100,5,Schwarzerden,Tschernosem,"0,043","4491759,89200","5738288,78000"
1694,30066,6068,50000,Pfostengrube,Siedlung,undat.,,,"71,98323","2,37684","0,71805",100,5,Schwarzerden,Tschernosem,"0,127","4491760,35400","5738287,02700"
1700,30072,6069,50000,Pfostengrube,Siedlung,undat.,,,"71,98323","2,37684","0,71805",100,5,Schwarzerden,Tschernosem,"0,082","4491762,33200","5738286,27300"
1701,30073,6070,50000,Pfostengrube,Siedlung,undat.,,,"71,96649","2,37125","0,74764",100,5,Schwarzerden,Tschernosem,"0,051","4491751,61400","5738285,53300"
1718,30093,6071,50000,Pfostengrube,Siedlung,undat.,,,"71,88839","2,31450","0,74764",100,5,Schwarzerden,Tschernosem,"0,123","4491747,80800","5738295,46700"
1719,30094,6072,50000,Pfostengrube,Siedlung,undat.,,,"71,96649","2,37125","0,74764",100,5,Schwarzerden,Tschernosem,"0,078","4491749,49200","5738294,54300"
1720,30095,6073,50000,Pfostengrube,Siedlung,undat.,,,"71,88839","2,31450","0,74764",100,5,Schwarzerden,Tschernosem,"0,090","4491750,38000","5738295,25200"
1739,30106,6076,50000,Pfostengrube,Siedlung,undat.,,,"71,70876","2,17695","0,61757",100,5,Schwarzerden,Tschernosem,"0,111","4491745,16500","5738316,13400"
1764,30115,6078,50000,Pfostengrube,Siedlung,undat.,,,"71,70876","2,17695","0,61757",100,5,Schwarzerden,Tschernosem,"0,072","4491749,58000","5738320,43900"
1767,30116,6080,50000,Pfostengrube,Siedlung,undat.,,,"71,70876","2,17695","0,61757",100,5,Schwarzerden,Tschernosem,"0,084","4491750,03900","5738320,34200"
1771,30118,6081,50000,Pfostengrube,Siedlung,undat.,,,"71,70876","2,17695","0,61757",100,5,Schwarzerden,Tschernosem,"0,119","4491751,26900","5738320,32100"
1778,30121,6082,50000,Pfostengrube,Siedlung,undat.,,,"71,70876","2,17695","0,61757",100,5,Schwarzerden,Tschernosem,"0,098","4491752,81900","5738316,96000"
1785,30125,6085,50000,Pfostengrube,Siedlung,undat.,,,"71,78485","2,24290","0,61757",100,5,Schwarzerden,Tschernosem,"0,043","4491742,41900","5738313,03800"
1907,30197,6086,50000,Pfostengrube,Siedlung,undat.,,,"71,20643","1,75860","0,55731",100,5,Schwarzerden,Tschernosem,"0,064","4491768,21300","5738356,15000"
1805,30133,6089,50000,Pfostengrube,Siedlung,undat.,,,"71,85155","2,27759","0,61908",100,5,Schwarzerden,Tschernosem,"0,168","4491766,55100","5738314,00100"
1981,30269,6090,50000,Pfostengrube,Siedlung,undat.,,,"71,51260","2,02205","0,61757",100,5,Schwarzerden,Tschernosem,"0,094","4491746,87200","5738337,51200"
1808,30134,6094,50000,Pfostengrube,Siedlung,undat.,,,"71,83432","2,27090","0,61908",100,5,Schwarzerden,Tschernosem,"0,086","4491764,61200","5738307,31300"
1832,30144,6096,50000,Pfostengrube,Siedlung,undat.,,,"71,80579","2,25304","0,61757",100,5,Schwarzerden,Tschernosem,"0,059","4491748,40800","5738310,85000"
1837,30149,6097,50000,Pfostengrube,Siedlung,undat.,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,105","4491774,21500","5738327,42600"
1838,30150,6101,50000,Pfostengrube,Siedlung,undat.,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,076","4491773,09300","5738326,88500"
1844,30154,6104,50000,Pfostengrube,Siedlung,undat.,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,088","4491770,39000","5738331,55400"
1846,30155,6107,50000,Pfostengrube,Siedlung,undat.,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,064","4491770,57100","5738332,11200"
1848,30156,6109,50000,Pfostengrube,Siedlung,undat.,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,084","4491770,43000","5738333,14000"
1849,30157,6110,50000,Pfostengrube,Siedlung,undat.,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,156","4491771,37700","5738332,67900"
1860,30164,6111,50000,Pfostengrube,Siedlung,Eisenzeit,,,"71,65651","2,12529","0,61908",100,5,Schwarzerden,Tschernosem,"0,113","4491779,16600","5738333,24100"
